SiteID,WetlandType,MosquitoRank,CattailMosquito,CulexFound,TreatedBy,Date,Wetness,Action,DipCount,Material
191031N058,3.1,GREEN,No,No,Ground,05/10/2017,0.00,Inspect+Treat (Ground),0,Methoprene pellets
191031N069,1.3,GREEN,No,No,Ground,08/12/2024,0.90,Treat (by Ground),,Methoprene granules
191031N069,1.3,GREEN,No,No,Ground,07/01/2024,0.90,Treat (by Ground),,Methoprene granules
191031N069,1.3,GREEN,No,No,Ground,05/20/2024,0.90,Treat (by Ground),,Methoprene granules
191031N069,1.3,GREEN,No,No,Ground,04/23/2024,0.90,Inspect+Treat (Ground),0.5,Methoprene granules
191031N069,1.3,GREEN,No,No,Ground,08/03/2023,0.90,Treat (by Ground),,Methoprene granules
191031N069,1.3,GREEN,No,No,Ground,07/06/2023,0.80,Treat (by Ground),,Methoprene granules
191031N069,1.3,GREEN,No,No,Ground,06/07/2023,0.90,Inspect+Treat (Ground),0,Methoprene granules
191031N069,1.3,GREEN,No,No,Ground,05/05/2023,0.90,Inspect+Treat (Ground),5,Spinosad granules
191031N069,1.3,GREEN,No,No,Ground,08/23/2022,0.70,Inspect for Ground trt.,1,
191031N069,1.3,GREEN,No,No,Ground,07/13/2022,0.90,Treat (by Ground),0,Methoprene granules
191031N069,1.3,GREEN,No,No,Ground,06/27/2018,0.90,Treat (by Ground),,Spinosad granules
191031N069,1.3,GREEN,No,No,Ground,06/22/2018,0.80,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,05/08/2018,0.90,Treat (by Ground),,Spinosad granules
191031N069,1.3,GREEN,No,No,Ground,07/26/2017,0.80,Treat (by Ground),,Spinosad granules
191031N069,1.3,GREEN,No,No,Ground,06/26/2017,0.90,Treat (by Ground),,Methoprene pellets
191031N069,1.3,GREEN,No,No,Ground,05/22/2017,0.90,Inspect+Treat (Ground),0,Methoprene pellets
191031N069,1.3,GREEN,No,No,Ground,04/19/2017,0.80,Inspect+Treat (Ground),0.1,Bti granules
191031N069,1.3,GREEN,No,No,Ground,08/16/2016,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,07/05/2016,0.90,Inspect+Treat (Ground),0,Methoprene pellets
191031N069,1.3,GREEN,No,No,Ground,06/03/2016,0.90,Inspect+Treat (Ground),0,Methoprene pellets
191031N069,1.3,GREEN,No,No,Ground,04/19/2016,0.90,Inspect+Treat (Ground),0.1,Bti granules
191031N069,1.3,GREEN,No,No,Ground,08/25/2015,0.80,Inspect for Ground trt.,0.5,
191031N069,1.3,GREEN,No,No,Ground,08/17/2015,0.80,Inspect for Ground trt.,0.2,
191031N069,1.3,GREEN,No,No,Ground,07/08/2015,0.90,Treat (by Ground),,Methoprene pellets
191031N069,1.3,GREEN,No,No,Ground,06/08/2015,0.80,Inspect+Treat (Ground),1,Methoprene pellets
191031N069,1.3,GREEN,No,No,Ground,05/04/2015,0.70,Treat (by Ground),,Methoprene pellets
191031N069,1.3,GREEN,No,No,Ground,05/04/2015,0.70,Inspect+Treat (Ground),15,Bti granules
191031N069,1.3,GREEN,No,No,Ground,04/16/2015,0.80,Inspect+Treat (Ground),2,Bti granules
191031N069,1.3,GREEN,No,No,Ground,08/15/2014,0.30,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,08/06/2014,0.70,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,07/14/2014,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,07/01/2014,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,06/20/2014,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,06/09/2014,0.90,Inspect+Treat (Ground),5,Bti granules
191031N069,1.3,GREEN,No,No,Ground,06/03/2014,0.80,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,05/23/2014,0.90,Inspect for Ground trt.,0.1,
191031N069,1.3,GREEN,No,No,Ground,05/06/2014,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,04/25/2014,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,08/30/2013,0.60,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,08/07/2013,0.80,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,08/06/2013,0.70,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,07/26/2013,0.80,Inspect for Ground trt.,0.3,
191031N069,1.3,GREEN,No,No,Ground,07/16/2013,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,06/24/2013,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,06/14/2013,0.90,Inspect for Ground trt.,0.1,
191031N069,1.3,GREEN,No,No,Ground,06/05/2013,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,05/21/2013,0.90,Inspect for Ground trt.,0,
191031N069,1.3,GREEN,No,No,Ground,05/15/2013,0.90,Inspect+Treat (Ground),0.5,Bti granules
192230-045,2.1,YELLOW,No,No,Ground,07/28/2023,0.0,Inspect for Ground trt.,0,
192230-045,2.1,YELLOW,No,No,Ground,05/24/2013,0.35,Inspect for Ground trt.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/11/2024,0.95,Inspect for Cattail Mosq.,1.5,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/02/2024,0.85,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,07/01/2024,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,05/23/2024,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,09/08/2023,0.65,Inspect for Cattail Mosq.,0.5,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/15/2023,0.85,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,07/19/2023,0.65,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,06/20/2023,0.85,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,05/22/2023,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,04/20/2023,0.95,Inspect+Treat (Ground),0.2,Spinosad granules
192230-014,4.2,GREEN,Yes,Yes,Ground,09/13/2022,0.65,Inspect for Cattail Mosq.,1,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/19/2022,0.65,Inspect+Treat (Ground),0.4,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,07/25/2022,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,06/22/2022,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,05/26/2022,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,04/19/2022,0.95,Inspect+Treat (Ground),0,Spinosad granules
192230-014,4.2,GREEN,Yes,Yes,Ground,09/09/2021,0.75,Inspect for Cattail Mosq.,0.5,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/06/2021,0.55,Mapping,,,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/06/2021,0.0,Treat (by Ground),0,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,07/09/2021,0.75,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,05/26/2021,0.75,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,09/11/2020,0.75,Inspect for Cattail Mosq.,5,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/20/2020,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,07/23/2020,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,06/25/2020,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,05/26/2020,0.95,Treat (by Ground),,Methoprene granules
192230-014,4.2,GREEN,Yes,Yes,Ground,09/19/2019,0.75,Inspect for Cattail Mosq.,0.3,
192230-014,4.2,GREEN,Yes,Yes,Ground,04/08/2019,0.95,Treat (by Ground),,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,09/07/2018,0.95,Inspect for Cattail Mosq.,0.1,
192230-014,4.2,GREEN,Yes,Yes,Ground,05/04/2018,0.95,Treat (by Ground),,Spinosad granules
192230-014,4.2,GREEN,Yes,Yes,Ground,03/26/2018,0.0,Treat (by Ground),,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,09/20/2017,0.85,Inspect for Cattail Mosq.,1,
192230-014,4.2,GREEN,Yes,Yes,Ground,02/14/2017,0.0,Treat (by Ground),,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,09/27/2016,0.95,Inspect for Cattail Mosq.,0.1,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/29/2016,0.95,Inspect for Ground trt.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/16/2016,0.95,Inspect+Treat (Ground),1,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,03/01/2016,0.0,Treat (by Ground),,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,09/29/2015,0.95,Inspect for Cattail Mosq.,0.2,
192230-014,4.2,GREEN,Yes,Yes,Ground,03/09/2015,0.0,Treat (by Ground),,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,09/24/2014,0.95,Inspect for Cattail Mosq.,1,
192230-014,4.2,GREEN,Yes,Yes,Ground,04/09/2014,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,08/29/2013,0.95,Inspect for Cattail Mosq.,1,
192230-014,4.2,GREEN,Yes,Yes,Ground,04/15/2013,0.85,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,08/30/2012,0.65,Inspect for Cattail Mosq.,0.5,
192230-014,4.2,GREEN,Yes,Yes,Ground,03/06/2012,0.65,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,02/27/2012,0.0,Mapping,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/31/2011,0.95,Inspect for Cattail Mosq.,2,
192230-014,4.2,GREEN,Yes,Yes,Ground,03/30/2011,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,10/04/2010,0.95,Inspect for Cattail Mosq.,0.2,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/24/2010,0.95,Inspect for Cattail Mosq.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/02/2010,0.75,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,06/29/2010,0.95,Inspect+Treat (Ground),5,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,06/29/2010,0.95,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,05/25/2010,,Help another (recorded elsewhere),0,
192230-014,4.2,GREEN,Yes,Yes,Ground,05/25/2010,0.85,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,05/19/2010,0.75,Inspect for Ground trt.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,04/08/2010,0.85,Inspect+Treat (Ground),1,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,09/15/2009,0.75,Inspect for Cattail Mosq.,0.3,
192230-014,4.2,GREEN,Yes,Yes,Ground,04/16/2009,0.95,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,04/13/2009,0.95,Inspect+Treat (Ground),2,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,09/10/2008,0.65,Inspect for Cattail Mosq.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/29/2008,0.55,Inspect+Treat (Ground),2,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,03/13/2008,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,03/13/2008,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,09/28/2007,0.85,Inspect for Cattail Mosq.,0.1,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/24/2007,0.75,Inspect for Ground trt.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/11/2007,0.75,Inspect+Treat (Ground),5,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,08/29/2007,0.75,Inspect+Treat (Ground),2,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,08/24/2007,0.75,Inspect+Treat (Ground),4,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,08/15/2007,0.75,Inspect+Treat (Ground),5,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,03/15/2007,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,03/15/2007,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,09/15/2006,0.95,Inspect for Cattail Mosq.,0.3,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/15/2006,0.95,Inspect for Cattail Mosq.,0.3,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/05/2006,0.55,Inspect for Ground trt.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/04/2006,0.75,Inspect+Treat (Ground),10,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,07/07/2006,0.35,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,06/05/2006,0.65,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,05/05/2006,0.85,Inspect+Treat (Ground),5,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,05/05/2006,0.85,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,04/07/2006,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/21/2024,0.0,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,07/25/2024,0.45,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/26/2024,0.95,Inspect+Treat (Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,05/28/2024,0.95,Inspect+Treat (Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,05/01/2024,0.65,Inspect+Treat (Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,08/14/2023,0.0,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,07/14/2023,0.0,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/14/2023,0.0,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,05/09/2023,0.65,Inspect+Treat (Ground),0,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,08/22/2022,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,07/25/2022,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/22/2022,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,05/26/2022,0.95,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,08/06/2021,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,07/09/2021,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/04/2021,0.25,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,05/05/2021,0.85,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,07/08/2020,0.95,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/10/2020,0.85,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,05/14/2020,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,07/22/2019,0.95,Treat (by Ground),,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/17/2019,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,05/17/2019,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,07/02/2018,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,05/04/2018,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,08/30/2017,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,07/11/2017,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/08/2017,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/08/2017,0.95,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,08/29/2016,0.45,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/16/2016,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,07/05/2016,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/03/2016,0.15,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/04/2016,0.65,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,07/09/2015,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/09/2015,0.55,Treat (by Ground),,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/07/2015,0.45,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,04/24/2015,0.65,Inspect+Treat (Ground),0.2,Bti granules
192230-102,2.1,GREEN,No,No,Ground,07/17/2014,0.35,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/17/2014,0.65,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/16/2014,1.0,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,08/30/2013,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,07/11/2013,0.0,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/10/2013,0.95,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/07/2013,0.95,Inspect+Treat (Ground),0.1,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,08/13/2012,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,07/09/2012,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/04/2012,0.95,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/01/2012,0.95,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,04/11/2012,0.95,Inspect+Treat (Ground),5,Bti granules
192230-102,2.1,GREEN,No,No,Ground,08/16/2011,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,08/04/2011,0.85,Inspect+Treat (Ground),5,Bti granules
192230-102,2.1,GREEN,No,No,Ground,07/20/2011,1.0,Inspect+Treat (Ground),3,Bti granules
192230-102,2.1,GREEN,No,No,Ground,07/13/2011,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/23/2011,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/25/2011,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/03/2011,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,04/14/2011,0.75,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/12/2010,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/29/2010,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/16/2010,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/19/2010,0.75,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,04/08/2010,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/01/2009,0.95,Inspect+Treat (Ground),10,Bti granules
192230-102,2.1,GREEN,No,No,Ground,04/13/2009,0.95,Inspect+Treat (Ground),0.5,Bti granules
192230-102,2.1,GREEN,No,No,Ground,06/11/2008,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/07/2008,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,04/14/2008,1.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/29/2007,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/24/2007,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/15/2007,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,07/20/2007,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/06/2007,0.75,Inspect+Treat (Ground),2,Bti granules
192230-102,2.1,GREEN,No,No,Ground,05/26/2007,0.75,Inspect+Treat (Ground),6,Bti granules
192230-102,2.1,GREEN,No,No,Ground,04/23/2007,0.95,Inspect+Treat (Ground),0.4,Bti granules
192230-102,2.1,GREEN,No,No,Ground,08/04/2006,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/05/2006,1.0,Inspect+Treat (Ground),5,Bti granules
192230-102,2.1,GREEN,No,No,Ground,04/07/2006,1.0,Inspect for Ground trt.,0,
